código_do_plano_de_contas;código_do_período;início;fim;anterior;débito;crédito;atual;movimento;ukey;descrição_do_plano_de_contas;código_auxiliar;períodos_contábeis;tipo_de_período;tipo;origem
"1101060116";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZK7";"COSMOS VIAGENS E TURISMO - PORTUGAL";"436";"20250228PHYYBI0QZJ3T";1;2;1
"1101060117";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZK8";"CUTTING EDGE EVENTS";"437";"20250228PHYYBI0QZJ3T";1;2;1
"1101060118";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZK9";"DERTOUR";"438";"20250228PHYYBI0QZJ3T";1;2;1
"1101060119";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKA";"GOALD EXPERIENCES";"439";"20250228PHYYBI0QZJ3T";1;2;1
"1101060120";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKB";"GOOD WILL TRAVEL";"440";"20250228PHYYBI0QZJ3T";1;2;1
"1101060121";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKC";"GREAT ATLANTIC TRAVEL";"441";"20250228PHYYBI0QZJ3T";1;2;1
"1101060122";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKD";"CLIENTES DIVERSOS INSPEÇÕES / EVENTOS";"442";"20250228PHYYBI0QZJ3T";1;2;1
"1101060123";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKE";"CROATIAN RADIO TELEVISION - HRT";"443";"20250228PHYYBI0QZJ3T";1;2;1
"1101060124";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKF";"HYNDAI SAUDI ARABIA";"444";"20250228PHYYBI0QZJ3T";1;2;1
"1101060125";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKG";"JULES VERNE";"445";"20250228PHYYBI0QZJ3T";1;2;1
"1101060126";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKH";"LA TRAVEL";"446";"20250228PHYYBI0QZJ3T";1;2;1
"1101060127";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKI";"MARTIN TRAVEL";"447";"20250228PHYYBI0QZJ3T";1;2;1
"1101060128";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKJ";"MILLENIUM VOYAGE";"448";"20250228PHYYBI0QZJ3T";1;2;1
"1101060129";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKK";"NO SHOW TURISMO";"449";"20250228PHYYBI0QZJ3T";1;2;1
"1101060130";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKL";"NORSK AS";"450";"20250228PHYYBI0QZJ3T";1;2;1
"1101060131";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKM";"PASSAROLA TOURS";"451";"20250228PHYYBI0QZJ3T";1;2;1
"1101060132";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKN";"PLANTRONICS";"452";"20250228PHYYBI0QZJ3T";1;2;1
"1101060133";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKO";"PROSAS VIAJES";"453";"20250228PHYYBI0QZJ3T";1;2;1
"1101060134";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKP";"BCD TRAVEL VIETNAN";"454";"20250228PHYYBI0QZJ3T";1;2;1
"1101060135";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKQ";"EPN GLOBAL AG";"455";"20250228PHYYBI0QZJ3T";1;2;1
"1101060136";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKR";"UKR - BRAZIL (TRISTAR GROUP)";"456";"20250228PHYYBI0QZJ3T";1;2;1
"1101060137";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKS";"US SOCCER FEDERATION";"457";"20250228PHYYBI0QZJ3T";1;2;1
"1101060138";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKT";"VIP SPORTSTRAVEL AG";"458";"20250228PHYYBI0QZJ3T";1;2;1
"1101060139";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKU";"VU LIMITED";"459";"20250228PHYYBI0QZJ3T";1;2;1
"1101060140";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKV";"FANATICS";"460";"20250228PHYYBI0QZJ3T";1;2;1
"1101060141";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKW";"LONGREACH TRAVEL CONSULTANTS";"461";"20250228PHYYBI0QZJ3T";1;2;1
"1101060142";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKX";"THE PROJECT";"462";"20250228PHYYBI0QZJ3T";1;2;1
"1101060143";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKY";"TRAVEL TRENDS";"463";"20250228PHYYBI0QZJ3T";1;2;1
"1101060144";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZKZ";"TOP SERVICE USA";"464";"20250228PHYYBI0QZJ3T";1;2;1
"1101060145";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZL0";"MARIN TRAVEL";"465";"20250228PHYYBI0QZJ3T";1;2;1
"1101060146";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZL1";"OPTION TRACEL";"466";"20250228PHYYBI0QZJ3T";1;2;1
"1101060147";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZL2";"PARNELL PARTNERS GROUP";"467";"20250228PHYYBI0QZJ3T";1;2;1
"1101060148";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZL3";"TV 2 DENMARK";"468";"20250228PHYYBI0QZJ3T";1;2;1
"1101060149";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZL4";"TIME SQUARE TRAVEL AGENCY";"469";"20250228PHYYBI0QZJ3T";1;2;1
"1101060150";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZL5";"SELVY WIDJAYA - GLOBAL CENTER TOUR OPERATOUR";"470";"20250228PHYYBI0QZJ3T";1;2;1
"1101060151";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZL6";"INTERNATIONAL TOURS E TRAVEL";"471";"20250228PHYYBI0QZJ3T";1;2;1
"1101060152";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZL7";"MOVE TRAVEL";"472";"20250228PHYYBI0QZJ3T";1;2;1
"1101060153";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZL8";"PISCES IND";"473";"20250228PHYYBI0QZJ3T";1;2;1
"1101060154";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZL9";"PGV TURISMO";"474";"20250228PHYYBI0QZJ3T";1;2;1
"1101060155";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLA";"THE TROPICAL TRAVELERS";"475";"20250228PHYYBI0QZJ3T";1;2;1
"1101060156";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLB";"TRAVEL POINT LLC";"476";"20250228PHYYBI0QZJ3T";1;2;1
"1101060157";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLC";"VISA EUROPE";"477";"20250228PHYYBI0QZJ3T";1;2;1
"1101060158";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLD";"CARLTON ATLANTIC TRAVEL";"478";"20250228PHYYBI0QZJ3T";1;2;1
"1101060159";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLE";"EDEN VIAGGI";"479";"20250228PHYYBI0QZJ3T";1;2;1
"1101060160";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLF";"FUTBOL DE PRIMEIRA RADIO NETWORK";"480";"20250228PHYYBI0QZJ3T";1;2;1
"1101060161";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLG";"GMR MARKETING";"481";"20250228PHYYBI0QZJ3T";1;2;1
"1101060162";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLH";"MACK TRUCKS";"482";"20250228PHYYBI0QZJ3T";1;2;1
"1101060163";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLI";"MEGAPRO";"483";"20250228PHYYBI0QZJ3T";1;2;1
"1101060164";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLJ";"MEXTICKET - EXPERIENCE MAKERS";"484";"20250228PHYYBI0QZJ3T";1;2;1
"1101060165";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLK";"THE BERKELEY PACKAGE";"485";"20250228PHYYBI0QZJ3T";1;2;1
"1101060166";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLL";"ROBERT PENNER";"486";"20250228PHYYBI0QZJ3T";1;2;1
"1101060167";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLM";"TRAQS - VICTOR GAL CROWLEY";"487";"20250228PHYYBI0QZJ3T";1;2;1
"1101060168";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLN";"NOBLE TOURS COMPANY";"488";"20250228PHYYBI0QZJ3T";1;2;1
"1101060169";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLO";"PRIVATBANK";"489";"20250228PHYYBI0QZJ3T";1;2;1
"1101060170";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLP";"SANTINI TOURS & TROPICAL TRAVEL";"490";"20250228PHYYBI0QZJ3T";1;2;1
"1101060171";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLQ";"TRAVEL DEDICATED";"491";"20250228PHYYBI0QZJ3T";1;2;1
"1101060172";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLR";"CIRCLES";"492";"20250228PHYYBI0QZJ3T";1;2;1
"1101060173";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLS";"DR DARNISH NATIONAL BROADCAST";"493";"20250228PHYYBI0QZJ3T";1;2;1
"1101060174";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLT";"MOVI TRAVEL";"494";"20250228PHYYBI0QZJ3T";1;2;1
"1101060175";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLU";"AMBIENTAL TRAVEL EXPERIENCE";"495";"20250228PHYYBI0QZJ3T";1;2;1
"1101060176";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLV";"ASTRAL TRAVEL";"496";"20250228PHYYBI0QZJ3T";1;2;1
"1101060177";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLW";"BLUFRECCIA SPORT EVENT TRAVEL";"497";"20250228PHYYBI0QZJ3T";1;2;1
"1101060178";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLX";"FEDERAÇÃO COSTARIQUENSE DE FUTEBOL";"498";"20250228PHYYBI0QZJ3T";1;2;1
"1101060179";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLY";"PANASONIC CORPORATION";"499";"20250228PHYYBI0QZJ3T";1;2;1
"1101060180";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZLZ";"SEDUNIA TRAVEL";"500";"20250228PHYYBI0QZJ3T";1;2;1
"1101060181";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZM0";"EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES S/A";"501";"20250228PHYYBI0QZJ3T";1;2;1
"1101060182";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZM1";"AEROMARKET";"502";"20250228PHYYBI0QZJ3T";1;2;1
"1101060183";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZM2";"EGYPT AND BEYOND";"503";"20250228PHYYBI0QZJ3T";1;2;1
"1101060184";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZM3";"FOOTBALL TRAVEL RUSSIA";"504";"20250228PHYYBI0QZJ3T";1;2;1
"1101060185";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZM4";"MILLIMAN";"505";"20250228PHYYBI0QZJ3T";1;2;1
"1101060186";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZM5";"WIESNER PRODUCTS INC";"506";"20250228PHYYBI0QZJ3T";1;2;1
"1101060187";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZM6";"ASPIRE ACADEMY";"507";"20250228PHYYBI0QZJ3T";1;2;1
"1101060188";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZM7";"BIOGEN IDEC";"508";"20250228PHYYBI0QZJ3T";1;2;1
"1101060189";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZM8";"CEDRUS INVESTIMENTOS";"509";"20250228PHYYBI0QZJ3T";1;2;1
"1101060190";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZM9";"CHAMPIONS LEAGUE CLUB";"510";"20250228PHYYBI0QZJ3T";1;2;1
"1101060191";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMA";"GENESCO SPORTS";"511";"20250228PHYYBI0QZJ3T";1;2;1
"1101060192";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMB";"OASIS TRAVEL ENTERPRISES";"512";"20250228PHYYBI0QZJ3T";1;2;1
"1101060193";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMC";"ROTA ATLANTICA SERVIÇOS E TURISMO";"513";"20250228PHYYBI0QZJ3T";1;2;1
"1101060194";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMD";"VIAJES TERRA VIVA";"514";"20250228PHYYBI0QZJ3T";1;2;1
"1101060195";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZME";"VOYAGEURS DU MONDE";"515";"20250228PHYYBI0QZJ3T";1;2;1
"1101060196";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMF";"WAKANOW";"516";"20250228PHYYBI0QZJ3T";1;2;1
"1101060197";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMG";"BAN TOURS";"517";"20250228PHYYBI0QZJ3T";1;2;1
"1101060198";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;52667,000000;52667,000000;0,000000;"M";"20171004OK5TX00OQZMH";"EAGLE TRAVEL";"518";"20250228PHYYBI0QZJ3T";1;2;1
"1101060199";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMI";"JEB CO LTDA";"519";"20250228PHYYBI0QZJ3T";1;2;1
"1101060200";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMJ";"J&J SERVIÇES";"520";"20250228PHYYBI0QZJ3T";1;2;1
"1101060201";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMK";"SBS (SPECIAL BROADCASTING SERVIÇE)";"521";"20250228PHYYBI0QZJ3T";1;2;1
"1101060202";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZML";"THOMPSONS TOUR JAPAN";"522";"20250228PHYYBI0QZJ3T";1;2;1
"1101060203";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMM";"WINGS TOUR & NILE CRUISES";"523";"20250228PHYYBI0QZJ3T";1;2;1
"1101060204";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMN";"LUXURY BROKER LIMITED";"524";"20250228PHYYBI0QZJ3T";1;2;1
"1101060205";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMO";"AD SPORTS EVENTS MANAGEMENT";"525";"20250228PHYYBI0QZJ3T";1;2;1
"1101060206";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMP";"FELIX ACRUX";"526";"20250228PHYYBI0QZJ3T";1;2;1
"1101060207";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMQ";"HIS BRASIL TURISMO LTDA";"527";"20250228PHYYBI0QZJ3T";1;2;1
"1101060208";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMR";"PARAGON EVENTS";"528";"20250228PHYYBI0QZJ3T";1;2;1
"1101060209";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMS";"PRONTO MICE";"529";"20250228PHYYBI0QZJ3T";1;2;1
"1101060210";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMT";"VIAJES COLON";"530";"20250228PHYYBI0QZJ3T";1;2;1
"1101060211";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMU";"PRONTOTUR";"531";"20250228PHYYBI0QZJ3T";1;2;1
"1101060212";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMV";"BECK & SCORE";"532";"20250228PHYYBI0QZJ3T";1;2;1
"1101060213";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMW";"CAT EVENTS";"533";"20250228PHYYBI0QZJ3T";1;2;1
"1101060214";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMX";"FK AVIATION";"534";"20250228PHYYBI0QZJ3T";1;2;1
"1101060215";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMY";"TOURVEST HOLDING BRASIL";"535";"20250228PHYYBI0QZJ3T";1;2;1
"1101060216";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZMZ";"PROMOTION CLUB (MAAS OMEGA)";"536";"20250228PHYYBI0QZJ3T";1;2;1
"1101060217";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZN0";"DFB REISEBURO";"537";"20250228PHYYBI0QZJ3T";1;2;1
"1101060218";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZN1";"ANFP";"538";"20250228PHYYBI0QZJ3T";1;2;1
"1101060219";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZN2";"INTEGRAL SPONSORSHIP";"539";"20250228PHYYBI0QZJ3T";1;2;1
"1101060220";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZN3";"ZAHID TRAVEL GROUP PREMIUM";"540";"20250228PHYYBI0QZJ3T";1;2;1
"1101060221";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZN4";"OTI GROUP";"541";"20250228PHYYBI0QZJ3T";1;2;1
"1101060222";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZN5";"1481 EVENT MANAGEMENT";"542";"20250228PHYYBI0QZJ3T";1;2;1
"1101060223";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZN6";"4 BTS";"543";"20250228PHYYBI0QZJ3T";1;2;1
"1101060224";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZN7";"AFA - ASSOCIACIÓN DEL FUTBOL ARGENTINO";"544";"20250228PHYYBI0QZJ3T";1;2;1
"1101060225";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZN8";"AIRTEL AFRICA";"545";"20250228PHYYBI0QZJ3T";1;2;1
"1101060226";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZN9";"APOCHI";"546";"20250228PHYYBI0QZJ3T";1;2;1
"1101060227";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZNA";"BANCO COMERCIAL DE INVESTIMENTOS";"547";"20250228PHYYBI0QZJ3T";1;2;1
"1101060228";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZNB";"BANCO FICOHSA";"548";"20250228PHYYBI0QZJ3T";1;2;1
"1101060229";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZNC";"BIBLOS TRAVEL";"549";"20250228PHYYBI0QZJ3T";1;2;1
"1101060230";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZND";"CANEDO GROUP / ORTEGA Y ASOCIADOS";"550";"20250228PHYYBI0QZJ3T";1;2;1
"1101060231";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZNE";"COMPLETE SERVICE";"551";"20250228PHYYBI0QZJ3T";1;2;1
"1101060232";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZNF";"CRUCERO A TODA ROJA";"552";"20250228PHYYBI0QZJ3T";1;2;1
"1101060233";"2501";01/01/2025 00:00:00;31/01/2025 00:00:00;0,000000;0,000000;0,000000;0,000000;"M";"20171004OK5TX00OQZNG";"FANDEAVOR";"553";"20250228PHYYBI0QZJ3T";1;2;1
